Gene,"Maximum likelihood (kon, koff, ksyn)","Burst frequency from Profile Likelihood (estimate, and lower and upper confidence interval)","Burst size from Profile Likelihood (point estimate, and lower and upper confidence interval)",Mean expression
Proc,[2.57371375e-03 7.98597641e-02 2.73284639e+00],[0.00012869        nan        nan],[34.2205668        nan        nan],0.09
Prorsd1,[0.03233401 0.12592076 5.43989726],[0.0016167       nan       nan],[43.20095531         nan         nan],1.11
Pros1,[ 0.48548238  0.785832   12.26459188],[0.48548238 0.37786906 0.62323549],[15.60714241 11.0932403  21.81761806],4.68
Prosc,[  0.37193495 173.8206887  243.28053565],[0.37193495 0.25876759 0.56454586],[1.35761814 0.87483318 2.14793216],0.52
Prpf19,[ 1.3447269   1.90745771 10.27367939],[1.3447269  0.90163481 2.10651282],[ 5.3860588   2.57085818 10.21761417],4.25
Prpf3,[0.90792068 1.6401099  8.85529191],[0.90792068 0.62236554 1.38574141],[5.39920642 2.77381053 9.51351171],3.16
Prpf31,[ 1.23158106  3.23218942 14.10728869],[1.23158106 0.88787871 1.82959714],[4.36462312 2.2966797  7.18261028],3.89
Prpf38b,[ 1.31244293  1.66615858 17.45191036],[1.31244293 0.99477387 1.75806585],[10.47433933  6.62927536 15.91609395],7.69
Prpf39,[0.11387922 0.12875802 3.65812771],[0.00569396        nan        nan],[28.41087354         nan         nan],1.72
Prpf4,[  1.74626387 152.1964574  183.99917507],[1.74626387 1.32671325 2.41426511],[1.20895833 0.85868096 1.62718364],2.09
Prpf40a,[ 1.56551453  3.91361262 34.01912862],[1.56551453 1.22788052 2.03907143],[ 8.69251301  5.69324259 12.51281877],9.72
Prpf4b,[ 0.21393983  0.76489233 12.16607203],[0.21393983 0.14829723 0.30216051],[15.90560069 10.16764965 25.25745388],2.66
Prpf6,[ 0.23301835  0.18881355 10.77881619],[0.23301835 0.14959373 0.34639595],[ 57.08709063  33.47345311 100.98249316],5.95
Prps1l3,[  0.85786333 184.06598963 260.1898841 ],[0.85786333 0.64772803 1.15980972],[1.4135685  1.01573276 1.94987353],1.21
Prpsap1,[  3.18333929 609.68948234 809.48169628],[3.18333929 2.49207108 4.19188472],[1.32769503 0.99818905 1.71676307],4.2
Prr11,[  0.60092423 198.64887396 321.07790346],[0.63097044 0.46752981 0.84837313],[1.56781944 1.09050453 2.19466504],0.97
Prr13,[1.38901207 5.04602129 8.72470025],[1.38901207 0.78118256 2.53049468],[1.72902565 0.76575797 4.30531018],1.88
Prr3,[7.19718023e-02 7.92138143e+01 1.45396986e+02],[0.0719718  0.02931722 0.15217544],[1.83550038 0.75558719 4.92506239],0.13
Prrc1,[0.19679052 0.63304196 9.81890504],[0.19679052 0.14744676 0.25890986],[15.5106702  10.92749744 22.23493271],2.33
Prrc2a,[0.13614047 0.34789032 6.60498676],[0.13614047 0.07210539 0.22462234],[18.98583072 10.18105104 40.12889801],1.86
Prrc2b,[ 0.87879083  1.28189979 11.17124745],[0.87879083 0.65321608 1.19746898],[ 8.71460275  5.46528659 13.50292372],4.54
Prrc2c,[ 1.23562059  1.4830382  22.1538076 ],[1.23562059 0.96887599 1.58995859],[14.9381234  10.14276618 21.36594815],10.07
Prrg2,[0.2254745  1.29086477 2.36669222],[0.01127372        nan        nan],[1.83341607        nan        nan],0.35
Prune2,[  0.71652471 166.39693907 190.23390459],[0.75235094 0.54061161 1.07840226],[1.07465841 0.72819318 1.56867689],0.82
Prx,[0.09400314 0.76872008 1.        ],[0.00470016        nan        nan],[1.30086363        nan        nan],0.11
Psap,[  1.25582363 110.22936537 273.99106423],[1.25582363 1.01380628 1.59190677],[2.48564494 1.94559207 3.16926133],3.09
Psat1,[ 0.84765803  2.92828782 24.63603951],[0.84765803 0.67019602 1.10588947],[ 8.41312093  5.52431507 11.7913603 ],5.53
Psd4,[0.05626807 0.98818422 1.        ],[0.0028134       nan       nan],[1.01195706        nan        nan],0.05
Psma1,[ 1.69303691  4.25514861 30.50418066],[1.69303691 1.27180787 2.28724131],[ 7.16876976  4.35827503 11.35607941],8.68
Psma2,[ 3.0093822  10.53555683 58.66800489],[3.0093822  2.18067406 4.46140509],[5.56857182 3.02200417 9.51281943],13.03
Psma3,[0.12170918 0.38427323 6.40449753],[0.12170918 0.06064466 0.21061965],[16.66652031  8.47730442 37.400298  ],1.54
Psma6,[  2.57808846  15.54994202 109.75171222],[2.57808846 1.97526817 3.46162009],[ 6.84627382  4.52322777 10.90467828],15.61
Psma7,[ 2.15104043  4.1121485  64.13702671],[2.15104043 1.72790222 2.71538115],[15.59696267 10.75947271 21.5718158 ],22.03
Psmb1,[ 4.93110294  9.55301656 57.78313527],[4.93110294 3.46466693 7.58589533],[ 6.04867948  2.77523558 11.17656008],19.67
Psmb10,[ 0.39882561 21.86854919 74.46282756],[0.39882561 0.28027391 0.52148121],[3.40501909 2.49525535 4.71449247],1.33
Psmb2,[ 1.60098778  1.50735108 25.20658575],[1.60098778 1.20953502 2.12975925],[16.72243848 10.53203544 25.96837736],12.98
Psmb3,[ 1.58849608  4.64033173 23.88258393],[1.58849608 1.12309114 2.26961736],[5.14674065 2.8914211  9.13705783],6.09
Psmb4,[ 2.7350832   4.10131911 26.79130597],[2.7350832  1.90638508 4.12206611],[ 6.53236318  3.13318717 12.20268036],10.72
Psmb6,[  4.689248    53.23555064 314.57402854],[4.689248   3.55951805 6.00347727],[5.90909692 4.42684138 9.26584716],25.47
Psmb7,[ 1.59349444  2.14378929 29.16856499],[1.59349444 1.22946236 2.08837578],[13.60607835  8.77044515 20.33230309],12.44
Psmb9,[0.01595161 1.37951014 6.64174089],[0.01595161 0.00485276 0.04369896],[ 4.81456476  1.34620626 17.86835934],0.08
Psmc1,[ 3.06674456  5.91684736 14.36635481],[3.06674456 1.71549842 6.20027578],[2.42804215 0.83139209 6.77987885],4.9
Psmc2,[ 0.7363584   1.71212514 35.71752656],[0.7363584  0.59981704 0.90113008],[20.86151637 15.81946699 27.55543709],10.74
Psmc3,[   3.49064289  496.35208959 1636.48762144],[3.49064289 2.91423107 4.22901649],[3.29702978 2.69223044 4.00609215],11.43
Psmc3ip,[0.43181493 0.96921824 6.11495087],[0.43181493 0.29423661 0.62772575],[ 6.30915787  3.77565047 10.54552825],1.88
Psmc4,[ 2.45563245 11.57343768 42.80754407],[2.33285083 1.67111257 3.48719779],[4.03166495 2.18574835 7.06635452],7.49
Psmc5,[  3.67539547 502.80659233 697.86870378],[3.67539547 2.88950161 4.75804445],[1.38794661 1.06393441 1.78509221],5.06
Psmc6,[ 1.02682324  2.40522048 15.31510193],[1.02682324 0.77318221 1.3929196 ],[6.36744201 3.99140509 9.65580993],4.58
Psmd1,[ 1.87414838  2.61147297 42.61059583],[1.87414838 1.47972782 2.40732456],[16.31669038 10.88674111 23.29878952],17.8
Psmd10,[0.00367655 0.1576125  1.93183297],[3.90312782e-18            nan            nan],[12.2568513        nan        nan],0.04
Psmd12,[ 2.14271558 27.8014623  40.29077418],[2.14271558 1.29990632 3.07796483],[1.44923219 0.92960412 3.31348006],2.88
Psmd13,[ 1.79900269  4.34481814 19.90073451],[1.79900269 1.28888736 2.74447615],[4.58033774 2.25858366 7.76619475],5.83
Psmd14,[ 1.96324146  7.25892718 26.04213515],[1.96324146 1.38721323 2.98730049],[3.5876011  1.90646833 6.29205658],5.54
Psmd3,[  3.24758777  34.24783269 145.8166225 ],[3.57234655 2.45370577 4.26691601],[3.74676637 2.94867606 6.82167519],12.63
Psmd5,[ 0.58586182  0.82060011 10.71721878],[0.58586182 0.44415727 0.77554004],[13.06022098  8.69023725 19.29076244],4.46
Psmd7,[ 3.20067654 18.39064869 97.38246035],[3.20067654 2.34606999 4.34150216],[5.29521617 3.38182045 8.96769038],14.44
Psmd8,[ 0.95546371  1.32157781 15.45832364],[0.95546371 0.73226118 1.25459776],[11.69686989  7.7691312  17.27942322],6.49
Psmd9,[0.12485206 0.40905844 4.69943798],[0.12485206 0.05334824 0.22472554],[11.48842683  5.56866161 30.17236811],1.1
Psme2,[ 1.07235275  2.42334729 18.28855212],[1.07235275 0.83029166 1.42067689],[ 7.54681436  4.81418038 11.06799633],5.61
Psme3,[ 1.49603611 10.47281517 22.70798766],[1.49603611 1.00321663 2.19733661],[2.16827923 1.32011314 4.07774045],2.84
Psme4,[ 0.33235021  1.18074467 14.77899418],[0.33235021 0.25594079 0.43226623],[12.51667237  8.66001559 17.84851108],3.25
Psmf1,[ 0.73730299 34.05789698 63.95927934],[0.70043784 0.44174537 0.99792947],[1.87795739 1.31366012 2.592084  ],1.36
Psmg1,[   1.21407802  284.18170636 1005.96724827],[1.21407802 1.01392846 1.49349653],[3.53987335 2.80227131 4.36931418],4.28
Psmg2,[0.54824126 1.7364547  9.28507585],[0.54824126 0.40123695 0.76353171],[5.34714546 3.33054958 8.22809185],2.23
Psmg3,[0.10450093 0.26152328 2.68181931],[0.00522505        nan        nan],[10.25461027         nan         nan],0.77
Psmg4,[0.67472252 1.1733527  5.96254019],[0.67472252 0.45461989 1.01992323],[5.08162652 2.777933   8.90764454],2.18
Pspc1,[0.23153383 0.4029867  6.5406511 ],[0.23153383 0.13917917 0.36764926],[16.230439   8.7941475 30.7222355],2.39
Psph,[ 0.47160495  8.50020122 26.56588684],[0.4480247  0.31422981 0.63736225],[3.40660367 2.20557074 5.47614286],1.4
Psrc1,[0.28293715 0.61606135 6.40583987],[0.28293715 0.19793219 0.39668628],[10.39805513  6.66938084 16.4125124 ],2.02
Pstk,[0.16684559 2.57722935 7.1627563 ],[0.16684559 0.09778265 0.28816928],[2.77924675 1.41935512 5.28156553],0.44
Ptcd1,[0.29876266 0.3005571  1.        ],[0.01493813        nan        nan],[3.3271548       nan       nan],0.5
Ptcd2,[1.13349181 4.38287715 6.3684345 ],[1.13349181 0.49837492 2.2375763 ],[1.45302601 0.57741431 5.11640702],1.31
Ptcd3,[ 1.28934884  1.99866322 11.59687361],[1.28934884 0.90913069 1.9050695 ],[ 5.80231502  3.08354346 10.02033065],4.55
Ptdss2,[  0.89411718  80.91302251 101.29307446],[0.80470546 0.43232714 1.29592082],[1.25187604 0.85089377 1.81229617],1.11
Ptges,[1.51367195e-01 1.17262372e+02 1.05729333e+03],[0.15136719 0.12487891 0.18219336],[ 9.01647567  6.27221292 13.55453795],1.36
Ptgfrn,[0.25007339 0.4482359  4.14096962],[0.25007339 0.09899025 0.45747344],[ 9.23837126  4.19337554 28.47466122],1.48
Ptgr1,[ 1.94521006  6.96067621 46.82084965],[1.94521006 1.48772295 2.64920276],[ 6.72648005  4.00862186 10.22618072],10.23
Ptgr2,[  0.70565319 133.11079967 191.71134901],[0.70565319 0.53428719 0.98766601],[1.39703171 0.98743251 1.97079757],1.01
Ptgs1,[0.04473022 0.34541418 3.11299006],[6.9388939e-18           nan           nan],[9.01234015        nan        nan],0.36
Ptk2,[ 0.33658874  3.22991132 10.90596635],[0.33658874 0.22852627 0.52916317],[3.37655287 1.88819004 5.60000473],1.03
Ptk2b,[ 0.09665568 25.99027903 27.22477642],[0.0918229  0.04570371 0.21180971],[1.07892338 0.42736876 2.74837167],0.1
Ptk7,[  1.87581046 260.71730413 364.77373866],[1.87581046 1.4455447  2.46807688],[1.39911595 1.04858809 1.85393306],2.61
Ptov1,[ 0.74625617  1.79965855 11.03744233],[0.74625617 0.54139495 1.05648899],[6.13307583 3.61049923 9.77984757],3.24
Ptp4a2,[ 1.37458029  2.39877767 16.24819305],[1.37458029 0.96147995 1.9788798 ],[ 6.77353022  3.70254475 12.16876945],5.92
Ptp4a3,[  0.39183513  78.90690776 115.76677855],[0.39183513 0.28365767 0.56987644],[1.4671311  0.96715149 2.18724576],0.57
Ptplad1,[  1.04352885 152.5830577  288.16325227],[1.04352885 0.81766786 1.35217643],[1.88856651 1.42654918 2.49314967],1.96
Ptpn11,[0.5384488  1.33651569 7.83415882],[0.5384488  0.36275481 0.79417652],[ 5.86162877  3.34137331 10.218613  ],2.25
Ptpn12,[0.43762853 2.54496435 2.97206734],[0.02188143        nan        nan],[1.16782278        nan        nan],0.44
Ptpn13,[0.09924386 0.3057124  2.36422611],[2.77555756e-17            nan            nan],[7.73349756        nan        nan],0.58
Ptpn14,[ 0.2104814   2.84787676 12.3251278 ],[0.2104814  0.14034073 0.32826184],[4.32783046 2.45502404 7.26731211],0.85
Ptpn2,[0.10232203 0.14669351 6.02092576],[0.10232203 0.05009222 0.17274433],[41.04425475 21.92332924 92.19488663],2.47
Ptpn21,[0.17291885 1.09120875 3.13815625],[0.17291885 0.04917112 0.36024543],[2.87585328        nan        nan],0.43
Ptpn23,[  0.41196574 105.2051286  285.74550638],[0.41196574 0.31367645 0.5671862 ],[2.71607963 1.87573444 4.10568789],1.11
Ptpn6,[ 0.48483466 49.43080363 66.92352669],[0.48483466 0.27524998 0.71891163],[1.35388304 0.87441098 2.09878526],0.65
Ptpra,[0.17135522 0.36944594 3.22596874],[0.17135522 0.04539678 0.32131099],[8.73191001        nan        nan],1.02
Ptprf,[ 1.53302724 27.02077114 55.27690438],[1.53302724 1.02887628 2.0934229 ],[2.04571898 1.42442721 3.8332719 ],2.97
Ptprg,[ 0.45264229  9.04996543 21.49403125],[0.45264229 0.29616846 0.66159054],[2.37504015 1.54992452 4.20045749],1.02
Ptprk,[0.76283326 5.90000902 9.36162226],[0.76283326 0.43046581 1.30176821],[1.58671321 0.81382237 3.57400984],1.07
Ptpru,[0.02049059 0.44802628 1.        ],[0.00102453        nan        nan],[2.23201193        nan        nan],0.04
Ptrh2,[  1.58768146 165.51275766 340.52736882],[1.58768146 1.2674646  2.02537887],[2.05740859 1.58674874 2.63910594],3.24
Pts,[0.07838268 0.23813555 2.34120636],[2.77555756e-17            nan            nan],[9.83140198        nan        nan],0.58
Pttg1,[ 1.50246864  2.4701085  61.81751301],[1.50246864 1.23967964 1.84162259],[25.02623388 18.4805071  33.01243794],23.38
Puf60,[ 0.57524237  0.63434472 15.18535143],[0.57524237 0.44973546 0.73146659],[23.93864227 17.11522796 33.60129901],7.22
Pum1,[0.68319241 1.52109446 7.06525962],[0.68319241 0.45116213 1.05355416],[4.64485264 2.43872932 8.43246207],2.19
Pum2,[ 0.46570259  1.52078234 12.7314657 ],[0.46570259 0.30667164 0.7320111 ],[ 8.37165541  4.37942453 14.59288052],2.98
Pura,[ 0.50903947  1.64549265 16.30414051],[0.50903947 0.3924551  0.66553616],[ 9.90836424  6.76518073 14.1578697 ],3.85
Purb,[0.08497464 0.20373513 7.25290952],[0.08497464 0.03241505 0.16938291],[ 35.59969999  15.50539672 104.17618826],2.13
Purg,[ 0.10792927 74.01621703 98.19761644],[0.10792927 0.05779297 0.20803397],[1.32670407 0.62457797 2.91580691],0.14
Pus1,[  0.76566102 171.23710859 290.44466409],[0.76566102 0.56870739 1.05507099],[1.69615492 1.18766428 2.40379409],1.29
Pus10,[  0.61615013 251.87396296 369.85340242],[0.61615013 0.45567007 0.87924195],[1.42435445 0.99025502 2.08851776],0.9
Pus7,[ 1.13059116 12.00650944 20.07939428],[1.0740616  0.656829   1.69093396],[1.82288948 1.01192104 3.85780712],1.73
Pusl1,[ 1.11442495  9.94054779 16.39298219],[1.11442495 0.69162976 1.72394194],[1.6491025  0.94735297 3.38853692],1.65
Pvr,[0.27242389 0.38073722 1.        ],[1.66533454e-16            nan            nan],[2.62648342        nan        nan],0.42
Pvrl2,[ 0.8997769  44.19524071 94.60750163],[0.8997769  0.63011471 1.18956123],[2.14067171 1.60873009 2.85124576],1.89
Pvrl3,[0.27187814 0.3492208  3.1234976 ],[0.27187814 0.08171993 0.51804157],[8.94419128        nan        nan],1.37
Pwp1,[0.6332001  1.19494775 5.60649875],[0.6332001  0.33881432 1.07994115],[ 4.69183589  2.11099203 11.55501938],1.94
Pwp2,[0.82030454 1.33495811 7.68230377],[0.82030454 0.5568145  1.22412006],[ 5.75471524  3.13916377 10.22910352],2.92
Pwwp2a,[0.24282848 0.94559851 4.81450787],[0.24282848 0.10751501 0.43383182],[ 5.09149265  2.3890003  13.6989781 ],0.98
Pwwp2b,[0.09711796 1.59226707 7.28470063],[0.09711796 0.05634995 0.1726163 ],[4.57504948 2.23539675 8.76250994],0.42
Pxdn,[ 0.37752673 10.03492274 11.0304275 ],[0.37752673 0.14210629 0.66447454],[1.09920403 0.58000262 3.70570855],0.4
Pxk,[ 0.36777326 63.37750156 68.31288333],[0.36777326 0.23743475 0.62510343],[1.04553659 0.60885699 1.8087874 ],0.39
Pxmp2,[  1.43521856 121.44977965 206.86829631],[1.43521856 0.99588667 1.8678685 ],[1.70332377 1.2904596  2.22610541],2.42
Pxmp4,[0.18828884 0.9397373  2.72462258],[2.77555756e-17            nan            nan],[2.89934495        nan        nan],0.45
Pxn,[  0.87603435 133.56665137 143.70859518],[0.87603435 0.63556591 1.2735207 ],[1.07593171 0.72083926 1.54142963],0.94
Pycard,[0.10832167 0.17347902 9.18276487],[0.10832167 0.06168389 0.17644175],[ 52.93299911  29.14533088 101.78344381],3.53
Pycr2,[ 0.92492631  5.13239804 17.82843664],[0.92492631 0.6702998  1.35681652],[3.47370498 1.999398   5.55794324],2.72
Pycrl,[0.40674405 0.72628332 1.43886758],[0.0203372       nan       nan],[1.98113813        nan        nan],0.52
Pyroxd2,[0.05695893 0.98907779 1.        ],[0.00284795        nan        nan],[1.01104282        nan        nan],0.05
Qars,[ 1.75389179 21.52423756 43.09291536],[1.6661972  1.0638413  2.43468696],[2.24231242 1.3292138  4.54232012],3.25
Qdpr,[0.50208577 0.67095751 6.9888215 ],[0.50208577 0.29802663 0.7759627 ],[10.41619083  5.48302896 21.94278181],2.99
Qk,[ 0.20261486  1.21576545 10.72417206],[0.20261486 0.14723321 0.27731234],[ 8.82092188  5.832055   13.27953209],1.53
Qpctl,[0.12230955 0.72827105 1.43682119],[0.00611548        nan        nan],[1.97292092        nan        nan],0.21
Qrich1,[0.30247351 0.49388931 5.46484528],[0.30247351 0.19776818 0.44742571],[11.06491905  6.63829418 19.00507374],2.08
Qrsl1,[0.35019971 6.38884983 9.72902168],[0.35019971 0.18116676 0.59108548],[1.5228127  0.82911341 3.48890489],0.51
Qser1,[ 0.43145365  7.22738436 13.0085466 ],[0.43145365 0.2521806  0.68672441],[1.79989689 1.04099517 3.63086625],0.73
Qtrt1,[  0.99644849  73.41130971 174.41670696],[0.99644849 0.72731013 1.29026084],[2.37588333 1.81911941 3.09085145],2.34
R3hcc1,[ 0.56719856  5.69793615 11.6492929 ],[0.56719856 0.35415501 0.88630017],[2.04447586 1.17203892 3.89767555],1.05
R3hdm1,[0.17868771 0.24516375 2.3365859 ],[2.77555756e-17            nan            nan],[9.53071509        nan        nan],0.99
Rab10,[ 0.80231191  1.14692194 10.08904026],[0.80231191 0.56751718 1.1421227 ],[ 8.79662333  5.16311598 14.68545105],4.15
Rab11a,[0.09804693 0.36705844 8.84274925],[0.09804693 0.04990743 0.1784829 ],[24.09084846 11.45054894 52.87207835],1.86
Rab11fip1,[0.50317311 1.11574482 4.86820755],[0.50317311 0.2963142  0.83098357],[4.36319081 2.14371657 8.98682858],1.51
Rab11fip2,[0.07867689 0.4903173  1.        ],[0.00393384        nan        nan],[2.03949565        nan        nan],0.14
Rab11fip3,[ 0.25226008 12.01317686 14.54006504],[0.25226008 0.11106467 0.44373809],[1.21034304 0.63181509 3.21652954],0.3
Rab11fip5,[0.05543144 0.39990164 4.64895165],[2.77555756e-17            nan            nan],[11.62523786         nan         nan],0.57
Rab12,[  0.9249817  300.98147533 370.53334688],[0.9249817  0.6965822  1.31985287],[1.19415106 0.83920993 1.69152311],1.14
Rab13,[ 0.17527789  8.32439635 17.86823178],[0.17527789 0.08886195 0.29230007],[2.14648979 1.17471159 4.8006628 ],0.37
Rab14,[ 0.45594215  0.72553107 17.98273891],[0.45594215 0.3598     0.57467326],[24.78562202 18.32169202 33.63191479],6.94
Rab15,[0.04591552 0.15829168 2.60200717],[0.00229578        nan        nan],[16.43805439         nan         nan],0.59
Rab18,[ 1.43656804 37.18778416 45.289664  ],[1.14925444 0.38088104 2.04254968],[1.83897466        nan        nan],1.68
Rab21,[0.27068974 0.84946011 2.8297678 ],[0.27068974 0.07075915 0.55876814],[3.3312545       nan       nan],0.68
Rab24,[ 0.84324707  2.9310913  13.20721344],[0.84324707 0.60597833 1.19931144],[4.50590312 2.64244599 7.34194327],2.95
Rab31,[0.10168734 0.71875794 9.26021944],[0.10168734 0.06626736 0.15153305],[12.88364133  7.74913075 21.70913678],1.15
Rab34,[0.08283222 0.332689   1.44390386],[0.00414161        nan        nan],[4.34010098        nan        nan],0.29
Rab38,[0.1125988  1.68568458 1.86962323],[0.00562994        nan        nan],[1.10911807        nan        nan],0.12
Rab39,[0.0196034  0.21151894 1.50587925],[0.00098017        nan        nan],[7.11935882        nan        nan],0.13
Rab3gap1,[0.26504876 1.26982781 2.89919224],[0.26504876 0.07029495 0.58129199],[2.28313809        nan        nan],0.5
Rab3il1,[5.29464473e-03 4.30405560e-01 6.47824375e+00],[0.00529464 0.00121818 0.0167199 ],[15.05148713         nan         nan],0.08
Rab3ip,[  0.46230367 136.40157732 263.20928512],[0.48541886 0.3466885  0.65869289],[1.87177459 1.28507252 2.72117411],0.89
Rab40c,[ 0.3537947   2.94795842 14.82115465],[0.3537947  0.23058003 0.57001931],[5.02759963 2.72007635 8.82935339],1.59
Rab43,[0.04350933 1.42909297 3.98080328],[0.00217547        nan        nan],[2.78554535        nan        nan],0.12
Rab4a,[ 1.13478442  7.25190914 11.49739886],[1.13478442 0.6471911  1.89329819],[1.58543063 0.81097913 3.7419695 ],1.56
Rab5a,[0.44680298 0.52631108 4.36209744],[0.44680298 0.26371597 0.72241485],[ 8.28805933  4.22803267 16.91197798],2.0
